158,0,24,98,98,80,130,36,62,108,128,46,72,0,100,68,96,68,80,0,110,40,0,54,0,38,34,102,66,30,22,96,48,94,84,320,224,78,56,204,158
98,0,18,67,64,49,89,23,44,64,88,31,44,0,60,46,58,47,51,0,83,20,0,34,0,20,20,66,39,18,17,62,34,62,57,208,144,45,37,135,112
107,0,15,58,68,50,89,23,42,65,93,30,45,0,72,45,74,51,58,0,81,28,0,34,0,24,21,69,48,18,13,63,32,67,60,223,151,53,32,146,106
88,0,14,59,58,55,76,24,53,57,95,33,53,0,61,41,55,51,50,0,71,26,0,36,0,19,18,61,38,16,12,57,32,56,52,227,146,45,35,135,105
126,0,13,62,58,82,108,32,78,64,128,48,61,0,75,44,57,75,71,0,97,30,0,53,0,23,19,70,41,17,11,63,29,62,56,333,212,51,34,196,143
94,0,16,53,54,42,70,20,32,57,70,24,40,0,57,37,52,40,42,0,59,23,0,28,0,20,18,55,36,16,12,51,28,51,45,180,124,42,32,113,85
92,0,13,64,72,54,71,23,51,80,100,25,55,0,62,42,58,71,57,0,69,21,0,32,0,28,21,59,53,20,14,68,34,61,61,206,145,52,40,139,109
105,0,21,61,64,42,83,27,45,63,85,28,45,0,62,42,59,47,57,0,70,20,0,31,0,24,24,59,42,18,14,60,33,59,54,200,143,48,33,136,108
94,0,16,51,54,54,74,21,43,61,100,29,36,0,59,42,54,51,46,0,64,25,0,32,0,22,17,57,39,16,11,52,26,55,47,225,140,43,30,132,92
99,0,21,58,57,82,105,32,83,59,136,39,56,0,67,39,58,76,79,0,85,28,0,45,0,22,19,66,41,15,11,59,30,63,51,306,198,49,34,186,152
94,0,14,52,57,63,85,35,46,57,97,32,43,0,62,41,53,55,62,0,70,32,0,39,0,24,19,60,42,15,11,55,28,59,47,231,158,47,32,148,111
85,0,14,53,56,43,79,21,36,71,71,27,40,0,53,35,50,37,50,0,59,21,0,32,0,25,19,53,44,17,13,51,28,53,46,172,123,47,31,117,92
120,0,13,63,59,82,112,36,70,63,125,54,54,0,78,41,56,65,78,0,90,37,0,46,0,24,21,70,39,16,13,65,28,66,56,328,205,49,32,191,137
125,0,14,65,60,95,117,37,57,63,137,44,49,0,85,46,80,68,85,0,95,37,0,42,0,32,19,80,49,20,13,60,32,73,56,335,210,55,37,198,130
100,0,13,54,57,57,83,32,55,56,103,30,44,0,59,39,55,52,60,0,77,30,0,41,0,24,19,60,40,17,11,56,27,57,48,247,157,45,33,146,108
109,0,12,60,53,65,99,28,59,60,107,42,46,0,71,39,53,51,66,0,77,31,0,37,0,22,19,65,35,16,12,59,26,57,51,274,177,46,31,161,112
84,0,16,54,57,49,69,20,34,59,65,25,39,0,56,42,52,37,45,0,58,23,0,30,0,20,18,55,38,16,14,52,29,53,47,171,121,42,32,114,90
119,0,15,63,65,95,123,39,67,63,120,52,50,0,85,42,70,60,81,0,98,40,0,45,0,28,18,80,45,20,13,62,33,75,58,331,211,49,39,201,127
87,0,15,59,64,47,73,24,53,59,96,38,46,0,64,40,54,52,56,0,67,25,0,36,0,19,18,60,40,16,15,62,30,57,52,221,146,45,38,132,102
85,0,14,50,50,48,70,20,37,62,67,27,38,0,54,37,53,39,44,0,61,20,0,30,0,23,18,55,39,15,11,48,26,55,42,179,121,42,29,115,86
98,0,18,67,64,49,89,23,44,64,88,31,44,0,60,46,58,47,51,0,83,20,0,34,0,20,20,66,39,18,17,62,34,62,57,208,144,45,37,135,112
38,0,12,36,30,18,48,10,26,20,48,16,16,0,20,24,20,26,22,0,56,0,0,14,0,2,6,30,12,6,12,28,20,30,30,96,64,12,18,66,66
47,0,9,27,34,19,48,10,24,21,53,15,17,0,32,23,36,30,29,0,54,8,0,14,0,6,7,33,21,6,8,29,18,35,33,111,71,20,13,77,60
28,0,8,28,24,24,35,11,35,13,55,18,25,0,21,19,17,30,21,0,44,6,0,16,0,1,4,25,11,4,7,23,18,24,25,115,66,12,16,66,59
66,0,7,31,24,51,67,19,60,20,88,33,33,0,35,22,19,54,42,0,70,10,0,33,0,5,5,34,14,5,6,29,15,30,29,221,132,18,15,127,97
34,0,10,22,20,11,29,7,14,13,30,9,12,0,17,15,14,19,13,0,32,3,0,8,0,2,4,19,9,4,7,17,14,19,18,68,44,9,13,44,39
32,0,7,33,38,23,30,10,33,36,60,10,27,0,22,20,20,50,28,0,42,1,0,12,0,10,7,23,26,8,9,34,20,29,34,94,65,19,21,70,63
45,0,15,30,30,11,42,14,27,19,45,13,17,0,22,20,21,26,28,0,43,0,0,11,0,6,10,23,15,6,9,26,19,27,27,88,63,15,14,67,62
34,0,10,20,20,23,33,8,25,17,60,14,8,0,19,20,16,30,17,0,37,5,0,12,0,4,3,21,12,4,6,18,12,23,20,113,60,10,11,63,46
39,0,15,27,23,51,64,19,65,15,96,24,28,0,27,17,20,55,50,0,58,8,0,25,0,4,5,30,14,3,6,25,16,31,24,194,118,16,15,117,106
34,0,8,21,23,32,44,22,28,13,57,17,15,0,22,19,15,34,33,0,43,12,0,19,0,6,5,24,15,3,6,21,14,27,20,119,78,14,13,79,65
25,0,8,22,22,12,38,8,18,27,31,12,12,0,13,13,12,16,21,0,32,1,0,12,0,7,5,17,17,5,8,17,14,21,19,60,43,14,12,48,46
60,0,7,32,25,51,71,23,52,19,85,39,26,0,38,19,18,44,49,0,63,17,0,26,0,6,7,34,12,4,8,31,14,34,29,216,125,16,13,122,91
65,0,8,34,26,64,76,24,39,19,97,29,21,0,45,24,42,47,56,0,68,17,0,22,0,14,5,44,22,8,8,26,18,41,29,223,130,22,18,129,84
40,0,7,23,23,26,42,19,37,12,63,15,16,0,19,17,17,31,31,0,50,10,0,21,0,6,5,24,13,5,6,22,13,25,21,135,77,12,14,77,62
49,0,6,29,19,34,58,15,41,16,67,27,18,0,31,17,15,30,37,0,50,11,0,17,0,4,5,29,8,4,7,25,12,25,24,162,97,13,12,92,66
24,0,10,23,23,18,28,7,16,15,25,10,11,0,16,20,14,16,16,0,31,3,0,10,0,2,4,19,11,4,9,18,15,21,20,59,41,9,13,45,44
59,0,9,32,31,64,82,26,49,19,80,37,22,0,45,20,32,39,52,0,71,20,0,25,0,10,4,44,18,8,8,28,19,43,31,219,131,16,20,132,81
27,0,9,28,30,16,32,11,35,15,56,23,18,0,24,18,16,31,27,0,40,5,0,16,0,1,4,24,13,4,10,28,16,25,25,109,66,12,19,63,56
25,0,8,19,16,17,29,7,19,18,27,12,10,0,14,15,15,18,15,0,34,0,0,10,0,5,4,19,12,3,6,14,12,23,15,67,41,9,10,46,40
107,0,15,58,68,50,89,23,42,65,93,30,45,0,72,45,74,51,58,0,81,28,0,34,0,24,21,69,48,18,13,63,32,67,60,223,151,53,32,146,106
47,0,9,27,34,19,48,10,24,21,53,15,17,0,32,23,36,30,29,0,54,8,0,14,0,6,7,33,21,6,8,29,18,35,33,111,71,20,13,77,60
56,0,6,18,38,20,48,10,22,22,58,14,18,0,44,22,52,34,36,0,52,16,0,14,0,10,8,36,30,6,4,30,16,40,36,126,78,28,8,88,54
37,0,5,19,28,25,35,11,33,14,60,17,26,0,33,18,33,34,28,0,42,14,0,16,0,5,5,28,20,4,3,24,16,29,28,130,73,20,11,77,53
75,0,4,22,28,52,67,19,58,21,93,32,34,0,47,21,35,58,49,0,68,18,0,33,0,9,6,37,23,5,2,30,13,35,32,236,139,26,10,138,91
43,0,7,13,24,12,29,7,12,14,35,8,13,0,29,14,30,23,20,0,30,11,0,8,0,6,5,22,18,4,3,18,12,24,21,83,51,17,8,55,33
41,0,4,24,42,24,30,10,31,37,65,9,28,0,34,19,36,54,35,0,40,9,0,12,0,14,8,26,35,8,5,35,18,34,37,109,72,27,16,81,57
54,0,12,21,34,12,42,14,25,20,50,12,18,0,34,19,37,30,35,0,41,8,0,11,0,10,11,26,24,6,5,27,17,32,30,103,70,23,9,78,56
43,0,7,11,24,24,33,8,23,18,65,13,9,0,31,19,32,34,24,0,35,13,0,12,0,8,4,24,21,4,2,19,10,28,23,128,67,18,6,74,40
48,0,12,18,27,52,64,19,63,16,101,23,29,0,39,16,36,59,57,0,56,16,0,25,0,8,6,33,23,3,2,26,14,36,27,209,125,24,10,128,100
43,0,5,12,27,33,44,22,26,14,62,16,16,0,34,18,31,38,40,0,41,20,0,19,0,10,6,27,24,3,2,22,12,32,23,134,85,22,8,90,59
34,0,5,13,26,13,38,8,16,28,36,11,13,0,25,12,28,20,28,0,30,9,0,12,0,11,6,20,26,5,4,18,12,26,22,75,50,22,7,59,40
69,0,4,23,29,52,71,23,50,20,90,38,27,0,50,18,34,48,56,0,61,25,0,26,0,10,8,37,21,4,4,32,12,39,32,231,132,24,8,133,85
74,0,5,25,30,65,76,24,37,20,102,28,22,0,57,23,58,51,63,0,66,25,0,22,0,18,6,47,31,8,4,27,16,46,32,238,137,30,13,140,78
49,0,4,14,27,27,42,19,35,13,68,14,17,0,31,16,33,35,38,0,48,18,0,21,0,10,6,27,22,5,2,23,11,30,24,150,84,20,9,88,56
58,0,3,20,23,35,58,15,39,17,72,26,19,0,43,16,31,34,44,0,48,19,0,17,0,8,6,32,17,4,3,26,10,30,27,177,104,21,7,103,60
33,0,7,14,27,19,28,7,14,16,30,9,12,0,28,19,30,20,23,0,29,11,0,10,0,6,5,22,20,4,5,19,13,26,23,74,48,17,8,56,38
68,0,6,23,35,65,82,26,47,20,85,36,23,0,57,19,48,43,59,0,69,28,0,25,0,14,5,47,27,8,4,29,17,48,34,234,138,24,15,143,75
36,0,6,19,34,17,32,11,33,16,61,22,19,0,36,17,32,35,34,0,38,13,0,16,0,5,5,27,22,4,6,29,14,30,28,124,73,20,14,74,50
34,0,5,10,20,18,29,7,17,19,32,11,11,0,26,14,31,22,22,0,32,8,0,10,0,9,5,22,21,3,2,15,10,28,18,82,48,17,5,57,34
88,0,14,59,58,55,76,24,53,57,95,33,53,0,61,41,55,51,50,0,71,26,0,36,0,19,18,61,38,16,12,57,32,56,52,227,146,45,35,135,105
28,0,8,28,24,24,35,11,35,13,55,18,25,0,21,19,17,30,21,0,44,6,0,16,0,1,4,25,11,4,7,23,18,24,25,115,66,12,16,66,59
37,0,5,19,28,25,35,11,33,14,60,17,26,0,33,18,33,34,28,0,42,14,0,16,0,5,5,28,20,4,3,24,16,29,28,130,73,20,11,77,53
18,0,4,20,18,30,22,12,44,6,62,20,34,0,22,14,14,34,20,0,32,12,0,18,0,0,2,20,10,2,2,18,16,18,20,134,68,12,14,66,52
56,0,3,23,18,57,54,20,69,13,95,35,42,0,36,17,16,58,41,0,58,16,0,35,0,4,3,29,13,3,1,24,13,24,24,240,134,18,13,127,90
24,0,6,14,14,17,16,8,23,6,37,11,21,0,18,10,11,23,12,0,20,9,0,10,0,1,2,14,8,2,2,12,12,13,13,87,46,9,11,44,32
22,0,3,25,32,29,17,11,42,29,67,12,36,0,23,15,17,54,27,0,30,7,0,14,0,9,5,18,25,6,4,29,18,23,29,113,67,19,19,70,56
35,0,11,22,24,17,29,15,36,12,52,15,26,0,23,15,18,30,27,0,31,6,0,13,0,5,8,18,14,4,4,21,17,21,22,107,65,15,12,67,55
24,0,6,12,14,29,20,9,34,10,67,16,17,0,20,15,13,34,16,0,25,11,0,14,0,3,1,16,11,2,1,13,10,17,15,132,62,10,9,63,39
29,0,11,19,17,57,51,20,74,8,103,26,37,0,28,12,17,59,49,0,46,14,0,27,0,3,3,25,13,1,1,20,14,25,19,213,120,16,13,117,99
24,0,4,13,17,38,31,23,37,6,64,19,24,0,23,14,12,38,32,0,31,18,0,21,0,5,3,19,14,1,1,16,12,21,15,138,80,14,11,79,58
15,0,4,14,16,18,25,9,27,20,38,14,21,0,14,8,9,20,20,0,20,7,0,14,0,6,3,12,16,3,3,12,12,15,14,79,45,14,10,48,39
50,0,3,24,19,57,58,24,61,12,92,41,35,0,39,14,15,48,48,0,51,23,0,28,0,5,5,29,11,2,3,26,12,28,24,235,127,16,11,122,84
55,0,4,26,20,70,63,25,48,12,104,31,30,0,46,19,39,51,55,0,56,23,0,24,0,13,3,39,21,6,3,21,16,35,24,242,132,22,16,129,77
30,0,3,15,17,32,29,20,46,5,70,17,25,0,20,12,14,35,30,0,38,16,0,23,0,5,3,19,12,3,1,17,11,19,16,154,79,12,12,77,55
39,0,2,21,13,40,45,16,50,9,74,29,27,0,32,12,12,34,36,0,38,17,0,19,0,3,3,24,7,2,2,20,10,19,19,181,99,13,10,92,59
14,0,6,15,17,24,15,8,25,8,32,12,20,0,17,15,11,20,15,0,19,9,0,12,0,1,2,14,10,2,4,13,13,15,15,78,43,9,11,45,37
49,0,5,24,25,70,69,27,58,12,87,39,31,0,46,15,29,43,51,0,59,26,0,27,0,9,2,39,17,6,3,23,17,37,26,238,133,16,18,132,74
17,0,5,20,24,22,19,12,44,8,63,25,27,0,25,13,13,35,26,0,28,11,0,18,0,0,2,19,12,2,5,23,14,19,20,128,68,12,17,63,49
15,0,4,11,10,23,16,8,28,11,34,14,19,0,15,10,12,22,14,0,22,6,0,12,0,4,2,14,11,1,1,9,10,17,10,86,43,9,8,46,33
126,0,13,62,58,82,108,32,78,64,128,48,61,0,75,44,57,75,71,0,97,30,0,53,0,23,19,70,41,17,11,63,29,62,56,333,212,51,34,196,143
66,0,7,31,24,51,67,19,60,20,88,33,33,0,35,22,19,54,42,0,70,10,0,33,0,5,5,34,14,5,6,29,15,30,29,221,132,18,15,127,97
75,0,4,22,28,52,67,19,58,21,93,32,34,0,47,21,35,58,49,0,68,18,0,33,0,9,6,37,23,5,2,30,13,35,32,236,139,26,10,138,91
56,0,3,23,18,57,54,20,69,13,95,35,42,0,36,17,16,58,41,0,58,16,0,35,0,4,3,29,13,3,1,24,13,24,24,240,134,18,13,127,90
94,0,2,26,18,84,86,28,94,20,128,50,50,0,50,20,18,82,62,0,84,20,0,52,0,8,4,38,16,4,0,30,10,30,28,346,200,24,12,188,128
62,0,5,17,14,44,48,16,48,13,70,26,29,0,32,13,13,47,33,0,46,13,0,27,0,5,3,23,11,3,1,18,9,19,17,193,112,15,10,105,70
60,0,2,28,32,56,49,19,67,36,100,27,44,0,37,18,19,78,48,0,56,11,0,31,0,13,6,27,28,7,3,35,15,29,33,219,133,25,18,131,94
73,0,10,25,24,44,61,23,61,19,85,30,34,0,37,18,20,54,48,0,57,10,0,30,0,9,9,27,17,5,3,27,14,27,26,213,131,21,11,128,93
62,0,5,15,14,56,52,17,59,17,100,31,25,0,34,18,15,58,37,0,51,15,0,31,0,7,2,25,14,3,0,19,7,23,19,238,128,16,8,124,77
67,0,10,22,17,84,83,28,99,15,136,41,45,0,42,15,19,83,70,0,72,18,0,44,0,7,4,34,16,2,0,26,11,31,23,319,186,22,12,178,137
62,0,3,16,17,65,63,31,62,13,97,34,32,0,37,17,14,62,53,0,57,22,0,38,0,9,4,28,17,2,0,22,9,27,19,244,146,20,10,140,96
53,0,3,17,16,45,57,17,52,27,71,29,29,0,28,11,11,44,41,0,46,11,0,31,0,10,4,21,19,4,2,18,9,21,18,185,111,20,9,109,77
88,0,2,27,19,84,90,32,86,19,125,56,43,0,53,17,17,72,69,0,77,27,0,45,0,9,6,38,14,3,2,32,9,34,28,341,193,22,10,183,122
93,0,3,29,20,97,95,33,73,19,137,46,38,0,60,22,41,75,76,0,82,27,0,41,0,17,4,48,24,7,2,27,13,41,28,348,198,28,15,190,115
68,0,2,18,17,59,61,28,71,12,103,32,33,0,34,15,16,59,51,0,64,20,0,40,0,9,4,28,15,4,0,23,8,25,20,260,145,18,11,138,93
77,0,1,24,13,67,77,24,75,16,107,44,35,0,46,15,14,58,57,0,64,21,0,36,0,7,4,33,10,3,1,26,7,25,23,287,165,19,9,153,97
52,0,5,18,17,51,47,16,50,15,65,27,28,0,31,18,13,44,36,0,45,13,0,29,0,5,3,23,13,3,3,19,10,21,19,184,109,15,10,106,75
87,0,4,27,25,97,101,35,83,19,120,54,39,0,60,18,31,67,72,0,85,30,0,44,0,13,3,48,20,7,2,29,14,43,30,344,199,22,17,193,112
55,0,4,23,24,49,51,20,69,15,96,40,35,0,39,16,15,59,47,0,54,15,0,35,0,4,3,28,15,3,4,29,11,25,24,234,134,18,16,124,87
53,0,3,14,10,50,48,16,53,18,67,29,27,0,29,13,14,46,35,0,48,10,0,29,0,8,3,23,14,2,0,15,7,23,14,192,109,15,7,107,71
94,0,16,53,54,42,70,20,32,57,70,24,40,0,57,37,52,40,42,0,59,23,0,28,0,20,18,55,36,16,12,51,28,51,45,180,124,42,32,113,85
34,0,10,22,20,11,29,7,14,13,30,9,12,0,17,15,14,19,13,0,32,3,0,8,0,2,4,19,9,4,7,17,14,19,18,68,44,9,13,44,39
43,0,7,13,24,12,29,7,12,14,35,8,13,0,29,14,30,23,20,0,30,11,0,8,0,6,5,22,18,4,3,18,12,24,21,83,51,17,8,55,33
24,0,6,14,14,17,16,8,23,6,37,11,21,0,18,10,11,23,12,0,20,9,0,10,0,1,2,14,8,2,2,12,12,13,13,87,46,9,11,44,32
62,0,5,17,14,44,48,16,48,13,70,26,29,0,32,13,13,47,33,0,46,13,0,27,0,5,3,23,11,3,1,18,9,19,17,193,112,15,10,105,70
30,0,8,8,10,4,10,4,2,6,12,2,8,0,14,6,8,12,4,0,8,6,0,2,0,2,2,8,6,2,2,6,8,8,6,40,24,6,8,22,12
28,0,5,19,28,16,11,7,21,29,42,3,23,0,19,11,14,43,19,0,18,4,0,6,0,10,5,12,23,6,4,23,14,18,22,66,45,16,16,48,36
41,0,13,16,20,4,23,11,15,12,27,6,13,0,19,11,15,19,19,0,19,3,0,5,0,6,8,12,12,4,4,15,13,16,15,60,43,12,9,45,35
30,0,8,6,10,16,14,5,13,10,42,7,4,0,16,11,10,23,8,0,13,8,0,6,0,4,1,10,9,2,1,7,6,12,8,85,40,7,6,41,19
35,0,13,13,13,44,45,16,53,8,78,17,24,0,24,8,14,48,41,0,34,11,0,19,0,4,3,19,11,1,1,14,10,20,12,166,98,13,10,95,79
30,0,6,7,13,25,25,19,16,6,39,10,11,0,19,10,9,27,24,0,19,15,0,13,0,6,3,13,12,1,1,10,8,16,8,91,58,11,8,57,38
21,0,6,8,12,5,19,5,6,20,13,5,8,0,10,4,6,9,12,0,8,4,0,6,0,7,3,6,14,3,3,6,8,10,7,32,23,11,7,26,19
56,0,5,18,15,44,52,20,40,12,67,32,22,0,35,10,12,37,40,0,39,20,0,20,0,6,5,23,9,2,3,20,8,23,17,188,105,13,8,100,64
61,0,6,20,16,57,57,21,27,12,79,22,17,0,42,15,36,40,47,0,44,20,0,16,0,14,3,33,19,6,3,15,12,30,17,195,110,19,13,107,57
36,0,5,9,13,19,23,16,25,5,45,8,12,0,16,8,11,24,22,0,26,13,0,15,0,6,3,13,10,3,1,11,7,14,9,107,57,9,9,55,35
45,0,4,15,9,27,39,12,29,9,49,20,14,0,28,8,9,23,28,0,26,14,0,11,0,4,3,18,5,2,2,14,6,14,12,134,77,10,7,70,39
20,0,8,9,13,11,9,4,4,8,7,3,7,0,13,11,8,9,7,0,7,6,0,4,0,2,2,8,8,2,4,7,9,10,8,31,21,6,8,23,17
55,0,7,18,21,57,63,23,37,12,62,30,18,0,42,11,26,32,43,0,47,23,0,19,0,10,2,33,15,6,3,17,13,32,19,191,111,13,15,110,54
23,0,7,14,20,9,13,8,23,8,38,16,14,0,21,9,10,24,18,0,16,8,0,10,0,1,2,13,10,2,5,17,10,14,13,81,46,9,14,41,29
21,0,6,5,6,10,10,4,7,11,9,5,6,0,11,6,9,11,6,0,10,3,0,4,0,5,2,8,9,1,1,3,6,12,3,39,21,6,5,24,13
92,0,13,64,72,54,71,23,51,80,100,25,55,0,62,42,58,71,57,0,69,21,0,32,0,28,21,59,53,20,14,68,34,61,61,206,145,52,40,139,109
32,0,7,33,38,23,30,10,33,36,60,10,27,0,22,20,20,50,28,0,42,1,0,12,0,10,7,23,26,8,9,34,20,29,34,94,65,19,21,70,63
41,0,4,24,42,24,30,10,31,37,65,9,28,0,34,19,36,54,35,0,40,9,0,12,0,14,8,26,35,8,5,35,18,34,37,109,72,27,16,81,57
22,0,3,25,32,29,17,11,42,29,67,12,36,0,23,15,17,54,27,0,30,7,0,14,0,9,5,18,25,6,4,29,18,23,29,113,67,19,19,70,56
60,0,2,28,32,56,49,19,67,36,100,27,44,0,37,18,19,78,48,0,56,11,0,31,0,13,6,27,28,7,3,35,15,29,33,219,133,25,18,131,94
28,0,5,19,28,16,11,7,21,29,42,3,23,0,19,11,14,43,19,0,18,4,0,6,0,10,5,12,23,6,4,23,14,18,22,66,45,16,16,48,36
26,0,2,30,46,28,12,10,40,52,72,4,38,0,24,16,20,74,34,0,28,2,0,10,0,18,8,16,40,10,6,40,20,28,38,92,66,26,24,74,60
39,0,10,27,38,16,24,14,34,35,57,7,28,0,24,16,21,50,34,0,29,1,0,9,0,14,11,16,29,8,6,32,19,26,31,86,64,22,17,71,59
28,0,5,17,28,28,15,8,32,33,72,8,19,0,21,16,16,54,23,0,23,6,0,10,0,12,4,14,26,6,3,24,12,22,24,111,61,17,14,67,43
33,0,10,24,31,56,46,19,72,31,108,18,39,0,29,13,20,79,56,0,44,9,0,23,0,12,6,23,28,5,3,31,16,30,28,192,119,23,18,121,103
28,0,3,18,31,37,26,22,35,29,69,11,26,0,24,15,15,58,39,0,29,13,0,17,0,14,6,17,29,5,3,27,14,26,24,117,79,21,16,83,62
19,0,3,19,30,17,20,8,25,43,43,6,23,0,15,9,12,40,27,0,18,2,0,10,0,15,6,10,31,7,5,23,14,20,23,58,44,21,15,52,43
